,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,konu,tweet_id,dil,majority_decision,tweet_text_clean
4521,['Hedef grup belirgin değil veya yok.'],7,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"@abdullahagar2 Almanya'nın yıllar önce Yunan'a yaptığını Amerika şimdi yapıyor. Türk tehdidi var deyip Yunanista'a silah satıp yıllarca sömürme peşinde. W.Churchchill savaş büyük bi ticarettir derdi. Yunanistan gaza gelip hödüklenmeye başladı. Ee bizde bi laf var"" Havlayan köpek ısırmaz """,Tr-Gr,1536942774813175812,,Yunan Karşıtı," Almanya'nın yıllar önce Yunan'a yaptığını Amerika şimdi yapıyor. Türk tehdidi var deyip Yunanista'a silah satıp yıllarca sömürme peşinde. W.Churchchill savaş büyük bi ticarettir derdi. Yunanistan gaza gelip hödüklenmeye başladı. Ee bizde bi laf var"" Havlayan köpek ısırmaz """
4524,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Milli Savunma Bakanı Hulusi Akar:

""(Yunan Parlamentere) 
Kıbrıs'ın kuzeyi işgal değildir. Orada katliamı önledik biz. 1974'e kadar katliamlar yapılıyordu, darbeler yapıldı. Oradaki Rumlar dahil, hayatları tehlikeye girdi. Biz 1974 Barış operasyonunda bunu yaptık.""

Mesajımız net",Tr-Gr,1536966785748062208,Türkçe,Yunan Karşıtı,"Milli Savunma Bakanı Hulusi Akar:

""(Yunan Parlamentere) 
Kıbrıs'ın kuzeyi işgal değildir. Orada katliamı önledik biz. 1974'e kadar katliamlar yapılıyordu, darbeler yapıldı. Oradaki Rumlar dahil, hayatları tehlikeye girdi. Biz 1974 Barış operasyonunda bunu yaptık.""

Mesajımız net"
4527,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",7,['Simgeleştirme'],Zayıf,Orada zaten kırmızı yazıcı ile yazılı Allah yasası yeryüzüne gelmeyene kadar savaş devam edecek 3 Cihan savaşı Yunan piçinden �slam olur mu yazık değil o adalarda onlar yaşasın Allah'ın nimetinden kimler faydalanacak ona inananlar,Tr-Gr,1536992910427754502,Türkçe,Yunan Karşıtı,Orada zaten kırmızı yazıcı ile yazılı Allah yasası yeryüzüne gelmeyene kadar savaş devam edecek 3 Cihan savaşı Yunan piçinden �slam olur mu yazık değil o adalarda onlar yaşasın Allah'ın nimetinden kimler faydalanacak ona inananlar
4530,['Ülke/Milliyet'],3,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,@AthanasakosNick @RTErdogan Deneyebilirsiniz. Deneyin sonuçlarını hep beraber görelim. Türkiye sizin şımarıklığınıza sabrediyor. Eğer ki savaş çıkarsa Yunanistan diye bir ülke kalmayacak,Tr-Gr,1537031649099145216,Türkçe,Yunan Karşıtı,  Deneyebilirsiniz. Deneyin sonuçlarını hep beraber görelim. Türkiye sizin şımarıklığınıza sabrediyor. Eğer ki savaş çıkarsa Yunanistan diye bir ülke kalmayacak
4533,['Irk/Etnik Köken'],9,['Simgeleştirme'],Yok,@zeynepzumra1980 Sıkıntıları Türkiye yazması ve Türkçe yazması zorlarına giden bu cünkü hepsi Yunan tohumu,Tr-Gr,1537057986874597376,,Yunan Karşıtı, Sıkıntıları Türkiye yazması ve Türkçe yazması zorlarına giden bu cünkü hepsi Yunan tohumu
4536,['Ülke/Milliyet'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username Yunanistan girdiği ekonomik yükün altından bir savaş olmadan kalkması mümkün değil.

Bunu için de en uygun düşman Türkiye. 

Bence de doğru seçim. 

Aramızda ki ihtilafları çözmek için harika bir zamanlama. 

Radyolarinizda

""Cagirdim da gelmedin"" türküsünü oynarmanizi bekliyoruz",Tr-Gr,1537106306263396354,Türkçe,Yunan Karşıtı," Yunanistan girdiği ekonomik yükün altından bir savaş olmadan kalkması mümkün değil.

Bunu için de en uygun düşman Türkiye. 

Bence de doğru seçim. 

Aramızda ki ihtilafları çözmek için harika bir zamanlama. 

Radyolarinizda

""Cagirdim da gelmedin"" türküsünü oynarmanizi bekliyoruz"
4539,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"Milli Savunma Bakanı Hulusi Akar:

""(Yunan Parlamentere) Kıbrıs'ın kuzeyine 'işgal' derseniz zaten siz başından kavga etmek istiyorsunuz demektir.""

📍 Mesajımız net https://t.co/3fP7MM41l5",Tr-Gr,1537128387336077317,Türkçe,Yunan Karşıtı,"Milli Savunma Bakanı Hulusi Akar:

""(Yunan Parlamentere) Kıbrıs'ın kuzeyine 'işgal' derseniz zaten siz başından kavga etmek istiyorsunuz demektir.""

📍 Mesajımız net "
4542,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],5,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"@username @username arkadaşım sen Türkçe anlamıyor musun yada anlayışın mı kıt Türkiye şu anda neredeyse yunanistanla savaş durumuna geldi bu durum da gerçekten vatanını seven gidip yunanistan da ucuz, diye tatik yapar mı yapmqz yapar sa  bana göre ya kanı bozuktur yada  başka bişi dir",Tr-Gr,1537156863409659904,Türkçe,Yunan Karşıtı,"  arkadaşım sen Türkçe anlamıyor musun yada anlayışın mı kıt Türkiye şu anda neredeyse yunanistanla savaş durumuna geldi bu durum da gerçekten vatanını seven gidip yunanistan da ucuz, diye tatik yapar mı yapmqz yapar sa  bana göre ya kanı bozuktur yada  başka bişi dir"
4545,"['Ülke/Milliyet', 'Hedef grup belirgin değil veya yok.']",6,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,@username @username Yunan’ın işgal ettiği adalar icin adaları teslim alırız diyemeyen adam Ankara’yı teslim alacakmış sen önce ruhunu satın alan Yunan’dan Türk sevgisini  bir geri al…sonra yiyorsa Ankara’yı alırsın,Tr-Gr,1537481256019144704,Türkçe,Yunan Karşıtı,  Yunan’ın işgal ettiği adalar icin adaları teslim alırız diyemeyen adam Ankara’yı teslim alacakmış sen önce ruhunu satın alan Yunan’dan Türk sevgisini  bir geri al…sonra yiyorsa Ankara’yı alırsın
4548,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,@username Yunanistan siyasetçi leri kaşınıyor Ukrayna'nın durumundan kötü hale gelecekler abd ab ye güvenerek 😡😡 https://t.co/G7IoL2raSj,Tr-Gr,1537534612968247296,Türkçe,Yunan Karşıtı, Yunanistan siyasetçi leri kaşınıyor Ukrayna'nın durumundan kötü hale gelecekler abd ab ye güvenerek 😡😡 
4551,['Ülke/Milliyet'],7,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,#yunan #Yunanistan #Hulusi Akar #AKP #ANSIZIN GELEBİLİRİZ #TUERKİYE İCİN ERDOĞAN #zilletköksüzdür #ZilletinZillileri #VatanımıSattırmam #SakamızYokYunanistan https://t.co/wfyNSfhmRt,Tr-Gr,1537556362703605761,Türkçe,Yunan Karşıtı,#yunan #Yunanistan #Hulusi Akar #AKP #ANSIZIN GELEBİLİRİZ #TUERKİYE İCİN ERDOĞAN #zilletköksüzdür #ZilletinZillileri #VatanımıSattırmam #SakamızYokYunanistan 
4554,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username Yunanistan, var oluş sebebi sırf Türkiye'yi tehdit etmek olan, maliyesi bulunmayan, savaş ve barış kararlarını kendisi alamayan, iki yüzyıldır kanıyla esir edilmiş, Türklerden koparılmış, tutsak edilmiş bir devlettir.

İngiltere ve Amerika, Yunanistan'ı o hatayı yapmaya zorluyor.",Tr-Gr,1537665053540884483,Türkçe,Yunan Karşıtı," Yunanistan, var oluş sebebi sırf Türkiye'yi tehdit etmek olan, maliyesi bulunmayan, savaş ve barış kararlarını kendisi alamayan, iki yüzyıldır kanıyla esir edilmiş, Türklerden koparılmış, tutsak edilmiş bir devlettir.

İngiltere ve Amerika, Yunanistan'ı o hatayı yapmaya zorluyor."
4557,['Ülke/Milliyet'],6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@umitozdag bak buda sesli istila 😀ülkeyi Yunanistan ve Bulgaristan'lilar işgal etmiş hemde davul zurna ile ... ırkçıların gür sesi https://t.co/GARUtm1J4U,Tr-Gr,1537725072860921856,Türkçe,Yunan Karşıtı, bak buda sesli istila 😀ülkeyi Yunanistan ve Bulgaristan'lilar işgal etmiş hemde davul zurna ile ... ırkçıların gür sesi 
4560,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username Yada gece operasyon yapabilme,harbe hazırlık seviyesi,askeri yetenek koordinasyon,yerli savunma sanayi vs vs daha 100 tane sayarım Yunanistan ayağını denk almazsa Sonu yakindir ama yine diyorum savaş iyi birşey değil umarım o seviyelere gelmez",Tr-Gr,1537788069553881088,Türkçe,Yunan Karşıtı," Yada gece operasyon yapabilme,harbe hazırlık seviyesi,askeri yetenek koordinasyon,yerli savunma sanayi vs vs daha 100 tane sayarım Yunanistan ayağını denk almazsa Sonu yakindir ama yine diyorum savaş iyi birşey değil umarım o seviyelere gelmez"
4563,['Ülke/Milliyet'],1,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,Yunan savaş tanrıçası luna yı Türk bayrağına sarıp  Türk diye  propaganda yaptılar yıllarca https://t.co/jRvigjGI72,Tr-Gr,1537830224020357122,Türkçe,Yunan Karşıtı,Yunan savaş tanrıçası luna yı Türk bayrağına sarıp  Türk diye  propaganda yaptılar yıllarca 
4566,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",7,['Abartma; Genelleme; Yükleme; Çarpıtma'],Şiddetli,"Yunan adalardan İzmir'e Muğla tarafına çıkarma yapacak.

Abd Trakyadan Edirne tarafına tank ile giriş yapacak.

Suriye'nin kuzeyinde terör örgütü pkk doğuyu işgal edecek.

siz ekonomi seçim diyin yakında oda  olmayacak.

Gözünü açın gotunuzu değil

Constantinople",Tr-Gr,1538008930353197058,Türkçe,Yunan Karşıtı,"Yunan adalardan İzmir'e Muğla tarafına çıkarma yapacak.

Abd Trakyadan Edirne tarafına tank ile giriş yapacak.

Suriye'nin kuzeyinde terör örgütü pkk doğuyu işgal edecek.

siz ekonomi seçim diyin yakında oda  olmayacak.

Gözünü açın gotunuzu değil

Constantinople"
4569,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",4,['Simgeleştirme'],Zayıf,@TurkcuPaylasim Bunlar Yunan tohumu.,Tr-Gr,1538244012217618432,Türkçe,Yunan Karşıtı, Bunlar Yunan tohumu.
4572,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"Yunanistan demiş ki; Türkiye bizi bir daha tehdit ederse 70 bin kişilik ordumuzla İstanbul'u işgal ederiz.

- Kardeş biz 70 bin kişiyle lig maçına gidiyoruz sen önce sudan bi çık😂
Bu da gece twiti olsun😅",Tr-Gr,1538276881610559490,Türkçe,Yunan Karşıtı,"Yunanistan demiş ki; Türkiye bizi bir daha tehdit ederse 70 bin kişilik ordumuzla İstanbul'u işgal ederiz.

- Kardeş biz 70 bin kişiyle lig maçına gidiyoruz sen önce sudan bi çık😂
Bu da gece twiti olsun😅"
4575,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@EylemCulculoglu 🙃 bu mesaj ne demek yunanistan bize savasmi edecek 
Türkler dogarken kulana ezan okunur biz savasmak icin dogariz bize savas dügündür.",Tr-Gr,1538305632079597569,Türkçe,Yunan Karşıtı," 🙃 bu mesaj ne demek yunanistan bize savasmi edecek 
Türkler dogarken kulana ezan okunur biz savasmak icin dogariz bize savas dügündür."
4578,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",7,['Simgeleştirme'],Şiddetli,"@stargate_1881 Otosbu çocuğu,
Soros çocuğu olması,
Yunan tohumu olması.

Bildimmi kanki",Tr-Gr,1538510493509373952,Türkçe,Yunan Karşıtı," Otosbu çocuğu,
Soros çocuğu olması,
Yunan tohumu olması.

Bildimmi kanki"
4581,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",5,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@username @username @username @username Anlaşmaya uymasını istıyor Türkiye kimse yunanlıların topragını istemiyor , sürekli taciz eden taraf yunanistan . Türkiyede haklı olarak sınırlarımıza hakim olmalıyız . Pkk kamplarını barındıran yunanistan olduğuna göre güvenmeme konusunda haklıyız",Tr-Gr,1538512182052274176,Türkçe,Yunan Karşıtı,"    Anlaşmaya uymasını istıyor Türkiye kimse yunanlıların topragını istemiyor , sürekli taciz eden taraf yunanistan . Türkiyede haklı olarak sınırlarımıza hakim olmalıyız . Pkk kamplarını barındıran yunanistan olduğuna göre güvenmeme konusunda haklıyız"
4584,"['Ülke/Milliyet', 'Din', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",9,"['Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"Yunan hem havlıyor hem yığınak yapıyorsa,itrail itlerini çağırıyorsa, elon mask denen puşt 2000 uyduyu Türkiye üzerine yerleştirdikten sonra haddini aşan açıklamalar yapıyorsa.BİLİNKİ HAÇLI SAVAŞI BAŞLADI. Silahlanalım silahlanalım silahlanalım ve İstanbulu savunalım. https://t.co/lucWzhg2iP",Isr-Pal,1538523592501211137,Türkçe,Yahudi Karşıtı,"Yunan hem havlıyor hem yığınak yapıyorsa,itrail itlerini çağırıyorsa, elon mask denen puşt 2000 uyduyu Türkiye üzerine yerleştirdikten sonra haddini aşan açıklamalar yapıyorsa.BİLİNKİ HAÇLI SAVAŞI BAŞLADI. Silahlanalım silahlanalım silahlanalım ve İstanbulu savunalım. "
4587,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,@username Düşman uyumuyor anladığım kadarıyla ama biz napıyoruz onu bilmiyorum yunanistan ani bir provakasyon ile şavaş başlatırsa biz ne hazırlık yaptık sınır birliklerimize takviye yapıldımı havada deniz de tetiktemiyiz bilmiyoruz eminim ordumuz hazırdır gereken  cevabı hızla veririz,Tr-Gr,1538551375294078976,Türkçe,Yunan Karşıtı, Düşman uyumuyor anladığım kadarıyla ama biz napıyoruz onu bilmiyorum yunanistan ani bir provakasyon ile şavaş başlatırsa biz ne hazırlık yaptık sınır birliklerimize takviye yapıldımı havada deniz de tetiktemiyiz bilmiyoruz eminim ordumuz hazırdır gereken  cevabı hızla veririz
4590,"['Ülke/Milliyet', 'Hedef grup birden fazla.']",6,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"Yunanistan tankları konuşlandırıyor,
Türkiye kaçak, göçmen, mülteci vb. bizlere düşman ulusların Ensar kisvesi altında ülkemize konuşlandığı açık ve nettir. Herkese şimdiden veda etmenin zamanı geldiğini düşünüyorum. Tek bir umudum var savaş başlamadan şu ülke yönetimi bir başka+",Tr-Gr,1538587842531803137,Türkçe,Yunan Karşıtı,"Yunanistan tankları konuşlandırıyor,
Türkiye kaçak, göçmen, mülteci vb. bizlere düşman ulusların Ensar kisvesi altında ülkemize konuşlandığı açık ve nettir. Herkese şimdiden veda etmenin zamanı geldiğini düşünüyorum. Tek bir umudum var savaş başlamadan şu ülke yönetimi bir başka+"
4593,['Ülke/Milliyet'],4,['Simgeleştirme'],Yok,"Düşünsenize İBB nin şeysi CB olmuş, Yunanistan savaş açacak (gerçi o cb olursa Yunanın savaş açmasına gerek kalmaz, direk verir adaları) CB gitmiş tatil yapıyor, ya bu kadar aleni boş adaylara nasıl oy verilir, Türkiye nin kaderi var ortada https://t.co/EhLeTUsgKu",Tr-Gr,1538618601862836227,Türkçe,Yunan Karşıtı,"Düşünsenize İBB nin şeysi CB olmuş, Yunanistan savaş açacak (gerçi o cb olursa Yunanın savaş açmasına gerek kalmaz, direk verir adaları) CB gitmiş tatil yapıyor, ya bu kadar aleni boş adaylara nasıl oy verilir, Türkiye nin kaderi var ortada "
4596,['Irk/Etnik Köken'],4,['Simgeleştirme'],Zayıf,@username Bunlar yunan tohumu cünkü,Tr-Gr,1538817793826639872,Türkçe,Yunan Karşıtı, Bunlar yunan tohumu cünkü
4599,['Ülke/Milliyet'],9,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,@username Yunan halkı sizde aynı Ukrayna halkı gibi başkan seçtiniz malesef sonuclarina katlanacaksınız. Bizim şakamız yok Amerika Ukrayna'yı nasıl kurtarmadıysa sizide kurtarmayacak akıllı durun bizim derdimiz savaş değil ama zorlarsaniz affedecek bir ülke değiliz. Bu sefer komple alırız,Tr-Gr,1538823052586270721,Türkçe,Yunan Karşıtı, Yunan halkı sizde aynı Ukrayna halkı gibi başkan seçtiniz malesef sonuclarina katlanacaksınız. Bizim şakamız yok Amerika Ukrayna'yı nasıl kurtarmadıysa sizide kurtarmayacak akıllı durun bizim derdimiz savaş değil ama zorlarsaniz affedecek bir ülke değiliz. Bu sefer komple alırız
4602,['Ülke/Milliyet'],9,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Şiddetli,yapmış olduğum akademik kariyere ve savaş araştırmalarima (metal fırtına okudum) güvenerek diyorum ki yoğurt hırsızı yunan piçlerini tabak gibi kırarız,Tr-Gr,1538831947895545857,Türkçe,Yunan Karşıtı,yapmış olduğum akademik kariyere ve savaş araştırmalarima (metal fırtına okudum) güvenerek diyorum ki yoğurt hırsızı yunan piçlerini tabak gibi kırarız
4605,['Ülke/Milliyet'],8,"['Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"adamlarda savaş var ruble dolara karşı değer kazanıyor
savaşa mı girsek napsak ?
ne diyordu o sağcı yunan pzvnk https://t.co/zQdiw5qKvU",Tr-Gr,1538989341380427777,Türkçe,Yunan Karşıtı,"adamlarda savaş var ruble dolara karşı değer kazanıyor
savaşa mı girsek napsak ?
ne diyordu o sağcı yunan pzvnk "
4608,['Ülke/Milliyet'],3,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"@username ""Düşman sadece Yunan gavuru değildi ki yavrum, İngilizi vardı Fransızı vardı... Bir de bunlara yardım eden bizim hocalar vardı, hainler vardı. Vardı da vardı.""
Son Gazimiz, Süvari Yakup'un tanıklık ettiği Kurtuluş Savaşı günlerinden bugüne hiçbir şey değişmedi, düşman hep aynı.. https://t.co/KtvH5HUXxR",Tr-Gr,1539528248438276096,Türkçe,Yunan Karşıtı," ""Düşman sadece Yunan gavuru değildi ki yavrum, İngilizi vardı Fransızı vardı... Bir de bunlara yardım eden bizim hocalar vardı, hainler vardı. Vardı da vardı.""
Son Gazimiz, Süvari Yakup'un tanıklık ettiği Kurtuluş Savaşı günlerinden bugüne hiçbir şey değişmedi, düşman hep aynı.. "
4611,['Ülke/Milliyet'],8,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,@username Kanı bozuk yunan tohumu artıkları. Siz bu ülkenin ormanına taşına toprağına düşman bir kitlesini. Sizin ecdadınız ananız bozuk. Beş kuruş paraya satılmışşınız sizler. Bu ülkenin bir karışına zarar geldikçe sevinen asalaklarsınız.,Tr-Gr,1539538784940957696,Türkçe,Yunan Karşıtı, Kanı bozuk yunan tohumu artıkları. Siz bu ülkenin ormanına taşına toprağına düşman bir kitlesini. Sizin ecdadınız ananız bozuk. Beş kuruş paraya satılmışşınız sizler. Bu ülkenin bir karışına zarar geldikçe sevinen asalaklarsınız.
4614,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Hedef grup birden fazla.']",4,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"@username @username @username @username Ulan itrail senin topraklarına göz dikmiş sen burada hikaye anlatıyorsun hadi len ordan 
kim yer bunları",Isr-Pal,1539649758364434433,Türkçe,Yahudi Karşıtı,"    Ulan itrail senin topraklarına göz dikmiş sen burada hikaye anlatıyorsun hadi len ordan 
kim yer bunları"
4617,['Din'],8,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@username Hayır hayır hayır olamaz kıyamet kopusun olamaz #FreeAhmadManasra kahrolası itrail köpekleri biricik Ahmed i özgür bırakın. Terörist İsrail katil zalim yaratık vahşi İsrail #filistintutuklarinhalkına #filistin #kudus #mescidiaksai̇slamındır,Isr-Pal,1539660010397245440,Türkçe,Yahudi Karşıtı, Hayır hayır hayır olamaz kıyamet kopusun olamaz #FreeAhmadManasra kahrolası itrail köpekleri biricik Ahmed i özgür bırakın. Terörist İsrail katil zalim yaratık vahşi İsrail #filistintutuklarinhalkına #filistin #kudus #mescidiaksai̇slamındır
4620,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",5,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Zayıf,"📌 Yunan yine bildiğiniz gibi düşmanca tavırlar içerisinde tabi arkasındaki ABD ve AB içerisinden aldığı güç ile bunu yapmakta.

📌 İçimizde kendisine Atatürkçü deyipte  Yunanistan’ın isgal ettiği adalara tatile gidip sirtaki oynayanlara duyurulur. #SonDakika #Erdoğanasözver https://t.co/XSvDwL4INn",Tr-Gr,1539711845996630016,Türkçe,Yunan Karşıtı,"📌 Yunan yine bildiğiniz gibi düşmanca tavırlar içerisinde tabi arkasındaki ABD ve AB içerisinden aldığı güç ile bunu yapmakta.

📌 İçimizde kendisine Atatürkçü deyipte  Yunanistan’ın isgal ettiği adalara tatile gidip sirtaki oynayanlara duyurulur. #SonDakika #Erdoğanasözver "
